@id,amenity,name,religion,type,@geometry,latitude,longitude,building,denomination,wheelchair,addr:housenumber,addr:postcode,addr:state,addr:street,addr:suburb,fax,phone,service_times,website,name:pl,name:en,name:zh,landuse,branch,brand,brand:wikidata,short_name,addr:unit,building:levels,building:material,height,roof:colour,roof:material,roof:shape,identifiable_factor:age,identifiable_factor:cultural_significance,identifiable_factor:historical_significance,identifiable_factor:shape,identifiable_factor:size,identifiable_factor:type,identifiable_factor:visibility,image,landmark:name,name:fr,name:ko,roof:height,source,wikidata,wikipedia,alt_name,basilica,ref:dove,wikimedia_commons,landmark:property,check_date,area,church,email,name:de,created_by,operator,operator:wikidata,barrier,layer,addr:country,source:name,ref,addr:city,source:date,note,roof:levels,tourism,attribution,name:uk,opening_hours,building:colour,source:location,addr:full,fixme,source:geometry,historic,addr:street:corner,disused,contact:facebook,name:hr,access,brand:wikipedia,addr:housename,url,addr:place,addr:floor,air_conditioning,internet_access,level,heritage,loc_name,nat_name,polling_station,source:addr,architect,construction_date,description,year_of_construction,contact:email,contact:fax,contact:phone,contact:website,name:el,name:vi,name:tr,start_date,place_of_worship,old_name,ruins,addr:housenumber:source,pentecostal,tomb,source:amenity,source:building,ele,bicycle,source:religion,wheelchair:description,name:he,alt_name:ur,capacity,name:ur,contact:instagram,operator:wikipedia,official_name,changing_table,changing_table:location,baby_feeding,toilets,building:architecture,website:photo,source_ref:name,alt_name:en,name:ro,loc_name:en,name:zh-Hans,name:zh-Hant,colour,roof:direction,material,smoking,smoking:outdoors,disused:amenity,heritage:operator,heritage:website,old_name:1866-1933,old_name:1933-1994,old_name:1994-2024,ref:nswhr,source:start_date,boundary,building:facade:material,building:use,education,man_made,source:na,mobile,name:etymology:wikidata,name:etymology:wikipedia,abandoned,deanery,diocese,designation,phone:AU,source_ref,religion:wikidata,contact:wechat,contact:pobox,long_name,parish,name:signed,construction,pastor,source:address,noname,building_status,proposed,addr:village,name:etymology,office,start_date:railway,damaged,flickr,note_2,minister,roof:orientation,name:hi,addr:district,old_website,tower:type,nohousenumber,was:name,name:sr,operator:type,name:mk,name:es,closed,denomination:wikidata,management,memorial,memorial:conflict,old_name:-1977,contact:youtube,payment:cards,payment:cash,payment:credit_cards,payment:debit_cards,old_denomination,facebook,operator:website,name:sq,name_1,note:denomination,architect:1837,architect:1862,architect:1875,addr:locality,place:hamlet,natural,emergency,alt_addr:suburb,contact:twitter,parking,delivery,drive_through,inscription,name:ar,addr:interpolation,brand:website,check_date:currency:XBT,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain
relation/1930510,place_of_worship,Saint Georges Anglican Church,christian,multipolygon,center,-27.7189511,153.2019307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/2004781,place_of_worship,Church Of The Three Crosses,christian,multipolygon,center,-37.5278926,143.8364818,yes,uniting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/2065926,place_of_worship,Beenleigh Region Uniting Church,christian,multipolygon,center,-27.7238326,153.1989478,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/2122572,place_of_worship,Gateway Church,christian,multipolygon,center,-38.110891,145.140076,industrial,,,107,3198,VIC,Seaford Place,Seaford,+61 3 9785 7522,+61 3 9785 7500,Sunday 10am,https://www.gateway.asn.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/3227213,place_of_worship,All Saints Church,christian,multipolygon,center,-29.0554521,167.9574665,,anglican,,,,,,,,,"Su[1] 09:00, Su[2-5] 17:00",,Kościół pw. Wszystkich Świętych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/3259992,place_of_worship,Chùa Phật Quang,buddhist,multipolygon,center,-37.7974529,144.8633191,,,,176,,,Rupert Street,,,,,,,Chùa Phật Quang,佛光寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/3508603,place_of_worship,Kapunda Uniting Church,christian,multipolygon,center,-34.3392918,138.915776,yes,uniting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/4463645,place_of_worship,St Barnabas Glen Waverley Anglican Church,christian,,center,-37.890611,145.171311,,anglican,,800,3150,,Waverley Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/5370663,place_of_worship,Church of Jesus Christ,christian,multipolygon,center,-24.8687117,152.3428234,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/5547254,place_of_worship,,christian,multipolygon,center,-12.4579146,130.8389297,church,seventh_day_adventist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/5919985,place_of_worship,Our Lady of the Rosary Church,christian,multipolygon,center,-33.9132661,151.2208889,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/5919987,place_of_worship,Sacred Heart Monastery,christian,multipolygon,center,-33.9133772,151.2201182,,catholic,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/6922971,place_of_worship,Holy Family Church,christian,multipolygon,center,-35.4107621,149.1171936,,catholic,,,,,,,,,,https://www.ccparish.org.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/7157974,place_of_worship,,christian,multipolygon,center,-32.9025465,151.7260012,,,,,,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/7157993,place_of_worship,,christian,multipolygon,center,-32.8867433,151.7274096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/7268348,place_of_worship,Hu Guo Bao En Temple,buddhist,multipolygon,center,-35.1793069,149.1016745,,,,7,,,Colbert Close,,,,,https://www.australia-buddhism.org.au/en/home.html,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/7309907,place_of_worship,Narara Seventh Day Adventist Church,christian,multipolygon,center,-33.3945433,151.3360594,yes,seventh_day_adventist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/8000369,place_of_worship,C3 Church Oxford Falls,christian,multipolygon,center,-33.738335,151.2432478,yes,c3,,,,,,,,,,,,,,,Oxford Falls,C3 Church,Q5008161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/8109033,place_of_worship,,christian,multipolygon,center,-27.2162309,153.0218962,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/8746568,place_of_worship,Syndal Baptist Church,christian,,center,-37.8730083,145.1490584,,baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/9237311,place_of_worship,Saint Paul's Anglican Church,christian,site,center,-34.2894694,150.5806917,,anglican,,211,2574,NSW,Great Southern Road,Bargo,,,,,,,,,,,,Bargo Anglican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/9507794,place_of_worship,Catholic church catechists centre,christian,multipolygon,center,-33.9164169,151.207351,service,catholic,,,,NSW,Rosebery Avenue,Rosebery,,,,,,,,,,,,,70-74,1,brick,5,green,metal sheet,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/9923245,place_of_worship,Saint Fidelius,christian,,center,-37.7498725,144.9526664,yes,catholic,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/10601057,place_of_worship,The Church of Jesus Christ of Latter-day Saints,christian,multipolygon,center,-33.9243101,151.0546966,yes,mormon,,25,2196,NSW,Kelly Street,Punchbowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/10705782,place_of_worship,Coomera Chapel of The Church of Jesus Christ of Latter-Day Saints,christian,multipolygon,center,-27.8669704,153.2954625,yes,latter_day_saints,yes,180,4209,QLD,Reserve Road,Upper Coomera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/10930487,place_of_worship,Victoria Park Seventh Day Adventist Church,christian,multipolygon,center,-31.9718551,115.8900462,yes,seventh_day_adventist,,19,,,Geddes Street,,,,,https://www.vicparksdachurch.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/11953317,place_of_worship,Marsden Chapel of The Church of Jesus Christ of Latter-Day Saints,christian,multipolygon,center,-27.673695,153.0896158,yes,latter-day_saints,yes,63 -69,4132,QLD,Macarthy Road,Marsden,,,,https://local.churchofjesuschrist.org/en/au/qld/marsden/47-61-macarthy-road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/13127644,place_of_worship,Saint Paul's Cathedral,christian,,center,-37.8167969,144.9676352,church,anglican,yes,202,3000,VIC,Flinders Street,Melbourne,,+61 3 9653 4333,,https://cathedral.org.au/,,,,,,,,,,,,40 m,,,gabled,yes,yes,yes,yes,yes,yes,yes,http://www.flickr.com/photos/bluno/88787509/,Saint Paul's Cathedral,Cathédrale Saint-Paul,세인트 폴 대성당,10,nearmap,Q1892155,"en:St Paul's Cathedral, Melbourne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/13466946,place_of_worship,,,multipolygon,center,-32.9779113,151.7073299,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/13663389,place_of_worship,Camberwell Uniting Church,christian,multipolygon,center,-37.8333177,145.0585542,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/14472620,place_of_worship,St Charbel's Church,christian,multipolygon,center,-33.9177174,151.0562181,,maronite,,142,2196,NSW,Highclere Avenue,Punchbowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/15268146,place_of_worship,Hillsong Brisbane Campus,christian,multipolygon,center,-27.5416891,153.0792833,yes,hillsong,,16,4122,QLD,Rover Street,Mount Gravatt,,,"Fr 18:30; Su 08:30,10:30,17:00",https://hillsong.com/australia/brisbane/central/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5763998,en:Hillsong Brisbane,Central Campus Hillsong Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/15331710,place_of_worship,The Church of Jesus Christ of Latter-day Saints,christian,multipolygon,center,-27.5777302,151.9553657,yes,mormon,,276-278,,,Hume Street,,,,9am-4pm Sundays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/15477564,place_of_worship,Saint Johns Southgate,christian,,center,-37.8207233,144.9670996,church,lutheran,,,,,,,,,,https://www.stjohnssouthgate.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/15522733,place_of_worship,C3 Church,christian,multipolygon,center,-35.4212446,149.087364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/15821926,place_of_worship,The Church of Jesus Christ of Latter-day Saints,christian,multipolygon,center,-42.8323715,147.2951764,yes,mormon,,11-15,7009,TAS,Elmsleigh Road,Derwent Park,,,"09:00,13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/15899494,place_of_worship,St Francis Xavier Catholic Church,christian,multipolygon,center,-34.2357875,142.1731207,yes,catholic,,2,3498,VIC,Elms Street,Irymple,,,8:30am Sundays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation/16070108,place_of_worship,Toombul District Uniting Church,christian,multipolygon,center,-27.3787418,153.083364,,uniting,,425,,,Earnshaw Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/16749128,place_of_worship,St Mary's Cathedral,christian,,center,-33.8712496,151.2134164,cathedral,catholic,,2,2000,NSW,Saint Marys Road,Sydney,,,,https://www.stmaryscathedral.org.au/,,St Mary's Cathedral,,,,,,,,8,,,,,,,,,,,,,"https://commons.wikimedia.org/wiki/File:St_Mary%27s_Cathedral_as_viewed_from_Hyde_Park,_Sydney.jpg",,Cathédrale Sainte-Marie,세인트 메리 대성당,,,Q971514,"en:St Mary's Cathedral, Sydney",,minor,15468,File:StMarysCathedral fromHydePark.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/16920614,place_of_worship,Gateway Baptist Church,christian,,center,-27.5439935,153.1311578,church,baptist,,1052,4156,QLD,Mount Gravatt-Capalaba Road,Mackenzie,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/17029183,place_of_worship,Seventh Day Adventist Church,christian,,,-31.4668789,152.8977718,,seventh_day_adventist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
